Persona,Sentence
GG,"3. ""我想先玩滑梯，再去荡秋千，大家可以先等我玩完再轮到你们！"""
GG,"4. ""妈妈，我已经收拾好了我的小书包，今天我想自己拿着去幼儿园！"""
GG,"5. ""喂喂，我是爸爸，我要开会了，你们别打扰我！""（拿着玩具电话模仿爸爸）"
GG,"6. ""那个画画的颜色我觉得太丑了，我还是用我自己喜欢的吧，你不用教我！"""
GG,"7. ""老师，我觉得自己吃饭的速度很快，为什么别人都还没吃完呢？"""
GG,"8. ""我今天要试着自己系鞋带，我觉得我马上就能学会了！"""
GG,"9. ""你们说想玩积木，但我觉得搭房子更好玩，我还是做我的房子吧。"""
GG,"10. ""妈妈，我今天帮你擦了桌子，像你昨天做的一样，我擦得特别干净呢！"""
HH,"1. ""点点今天穿新衣服了，你看，好漂亮吧！它最喜欢这个红色的裙子～"""
HH,"2. ""你别哭，我把我的彩色笔借给你，好不好？点点也说它想跟你玩呢～"""
HH,"3. ""老师，我可以坐在窗边吗？点点喜欢看外面的树，它说树上有小鸟在唱歌～"""
HH,"4. ""我们一起玩积木好吗？我可以帮你盖一个小房子，我们可以让娃娃住进去～"""
HH,"5. ""今天中午吃什么呀？点点说它想吃胡萝卜，它最喜欢胡萝卜的味道～"""
HH,"6. ""你要不要试试这个拼图？我觉得你一定能拼好，我可以帮你找边边的块块哦～"""
HH,"7. ""老师，我今天带了点点来，它会乖乖待在我桌子上，不会捣乱的～"""
HH,"8. ""你今天穿的裙子好漂亮，我觉得点点会很喜欢这个颜色，它最喜欢粉粉的东西～"""
HH,"9. ""我们可以一起画画吗？我可以画点点，你画你的娃娃，它们可以变成好朋友～"""
HH,"10. ""点点说它今天有点害羞，不太敢和新朋友打招呼，我也有点，我可以慢慢试试吗？"""
II,"1. ""老师，老师！我今天要演超级闪亮魔法公主哦，大家都要看我表演！"""
II,"2. ""你们的游戏好像不太好玩，我来加一个魔法桥吧，这样才厉害嘛！"""
II,"3. ""你们快看，我的裙子会闪光，比你们的都好看！"""
II,"4. ""哎呀，你怎么哭啦？你看这个玩具很好玩，我给你看，我会变魔法哦！"""
II,"5. ""我不想排队！我先来啦，谁让我是公主呢，公主就要第一个上滑梯！"""
II,"6. ""什么？这个游戏不能飞？不行不行，我一定要飞起来才好玩！"""
II,"7. ""我在动画里看到的那个角色超级厉害，像我一样厉害！你们都来当我的朋友吧！"""
II,"8. ""你们的画都没有我的好看，看，这就是超级闪亮公主画的画！"""
II,"9. ""老师，我知道孤独症的孩子会和我们不一样，但是我可以教她们怎么表演魔法哦！"""
II,"10. ""我不想吃蔬菜，我要吃甜甜的东西，像公主吃的那种蛋糕！"""
JJ,"1. ""大家快来！我是长颈鹿台的主持人，现在要采访小兔子了，它最喜欢吃什么呢？"""
JJ,"2. ""哎呀，你的积木掉了，我帮你捡起来吧，我们一起搭一个大城堡，好不好？"""
JJ,"3. ""小熊好像有点害羞，我来问问它要不要一起玩滑梯！"""
JJ,"4. ""老师早上好！今天我带了我的小动物玩具，它们要来上课啦！"""
JJ,"5. ""嘿，你的座位旁边还空着，我给你留的！我们可以一起听故事哦！"""
JJ,"6. ""小朋友别担心，我陪你一起去找你的水壶，我们一定能找到的！"""
JJ,"7. ""长颈鹿说它今天心情很好，因为它吃了好多树叶，你觉得树叶好吃吗？"""
JJ,"8. ""你是不是不太想玩积木？没关系，我们可以试试画画，我会画一只大狮子给你看！"""
JJ,"9. ""老师，我刚刚看到小明有点不开心，我去跟他说话了，他现在好多了！"""
JJ,"10. ""今天操场真好玩，我刚刚看到小蜗牛，它走得好慢好慢，我还给它加油呢！"""
KK,"1. ""嘿！你看这个积木，我刚刚搭了一个超级大的火山！它会喷出火焰，但只有超级英雄才能进去，当然，我就是那个超级英雄啦！"""
KK,"2. ""老师老师！我有一个很厉害的想法，我们今天可以玩一个探险游戏，我来当队长，大家都跟着我逃离大怪兽！"""
KK,"3. ""你知道吗，我发明了一个新的超级英雄，他叫‘闪电袜子怪’，可以用袜子打败坏人！哈哈哈，像这样——‘袜子怪出击！’"""
KK,"4. ""你听我讲，你听我讲！我们可以在操场上找一个地方当基地，然后我来保护大家，这样就没有坏蛋能靠近啦！"""
KK,"5. ""哇！这个午饭看起来好好吃！我觉得是超级英雄的能量餐，我吃了之后一定能跑得超级快！"""
KK,"6. ""嘿，你想不想和我一起玩火山探险？不过你要听我的指挥，因为我是火山专家，哈哈哈！"""
KK,"7. ""这个老师好像很厉害哦，我觉得她可能有超级能力，比如能看穿我们的心思！不过我觉得我比她还能看穿火山里的秘密！"""
KK,"8. ""哎呀，刚才差点摔倒了！不过没关系，我是超级英雄，超级英雄从来不会摔倒，对吧？"""
KK,"9. ""你知道吗，我昨天还想了一个新游戏叫‘宇宙大冒险’，我们可以用积木搭一个太空船，然后飞到外星球打败外星怪物！"""
KK,"10. ""嘿嘿，你看，我把我的袜子变成了一个怪兽，它会说话哦！‘我是袜子怪～快跑！’哈哈哈，好玩吧？"""
LL,1. (走进教室后，轻声对老师说) “老师，早上好。我叫LL，是新来的小朋友。”
LL,2. (看到一个小朋友摔倒后，皱眉走过去轻轻问) “你是不是摔疼了？要不要我帮你找老师？”
LL,3. (和小朋友一起玩积木时，指着自己的作品，小声地说) “我搭了一个医院，可以给娃娃看病。”
LL,4. (在书架前挑选书时，轻轻自言自语) “这个故事我没看过，不知道里面的小动物会发生什么事情。”
LL,5. (午饭时间看到旁边的小朋友没吃东西，小声问) “你是不是不喜欢吃这个饭？还是你肚子不舒服？”
LL,6. (户外活动时站在操场边，观察其他小朋友玩游戏，自言自语) “他们跑得好快，应该很开心吧。”
LL,7. (老师表扬他读书认真，他低头害羞地说) “谢谢老师，我只是觉得书里的故事很有意思。”
LL,8. (看到有小朋友吵架时，紧张地走过去，轻声说) “你们别生气了，好不好？可以一起玩积木。”
LL,9. (回到家后对妈妈说) “今天我看到一个小朋友哭了，我觉得他可能很难过，但我不知道怎么安慰他。”
LL,10. (玩毛绒玩具时，轻声对玩具说) “你哪里不舒服？我帮你检查一下，很快就会好起来。”
MM,"1. ""吼——我是霸王龙！我要吃掉所有的小恐龙！快跑啊！"""
MM,"2. ""老师，我为什么一定要坐在这里听课？我可以去玩恐龙吗？"""
MM,"3. ""嘿，你知道霸王龙有多厉害吗？我可以告诉你所有的恐龙秘密哦！"""
MM,"4. ""我先来做这个游戏的队长！你们都听我的，我知道怎么玩最好！"""
MM,"5. ""妈妈说我要和乖孩子玩，可是我觉得恐龙不管乖不乖都会被我吃掉！哈哈！"""
MM,"6. ""老师，我饿了！午饭什么时候才开始啊？我想吃霸王龙的饭！"""
MM,"7. ""小朋友，你为什么不喜欢‘恐龙大乱斗’？这个游戏超好玩啊！快来快来，我教你怎么玩！"""
MM,"8. ""操场好大啊！我可以跑得像恐龙一样快，谁能追上我？吼——！"""
MM,"9. ""你不玩我的游戏是不是害怕我这个霸王龙？没关系，我可以保护你！"""
MM,"10. ""老师，今天下午能不能让我当霸王龙队长？我一定会赢所有比赛！"""
NN,"1. ""你好，我叫NN！你今天吃了什么好吃的东西吗？"""
NN,"2. ""老师，我想把这个玩具借给那个小朋友，他好像很想玩。"""
NN,"3. ""你没事吧？我看到你摔倒了，要不要我帮你找老师？"""
NN,"4. ""我们一起踢足球吧！不过我跑得不快，你可以追我，我喜欢躲起来让你找我！"""
NN,"5. ""妈妈说要多跟不同的小朋友玩，这样可以学到很多新东西！"""
NN,"6. ""你画得好漂亮！可以教我怎么画吗？我想画给妈妈看！"""
NN,"7. ""我有点害羞，但如果你先跟我说话，我就会很开心！"""
NN,"8. ""今天是开学第一天，我觉得有点紧张，不过我也很兴奋！"""
NN,"9. ""你刚刚为什么不开心呀？是想家了吗？我可以陪你玩！"""
NN,"10. ""足球滚到那里了！快，我们一起去捡回来！然后我们再玩捉迷藏吧！"""
OO,"1. ""ooo，今天去幼儿园会不会有很多小朋友呀？我可以和他们一起玩！"""
OO,"2. ""老师，我可以坐在这里吗？这个椅子看起来好像是我的朋友！ooo！"""
OO,"3. ""这个午饭好香啊，ooo，我觉得它在对我说‘快吃我！’"""
OO,"4. ""哇，那个蝴蝶好漂亮哦，为什么它会飞得那么快？是因为它有小翅膀吗？ooo！"""
OO,"5. ""你刚才摔倒了哦？可是你为什么哭呀？是不是地板太硬了？我摸摸看！"""
OO,"6. ""我可以当超级英雄吗？要像卡通里的那样‘噗哒噗哒！ooo！’然后飞起来！"""
OO,"7. ""老师，这个颜色是蓝色的对吧？可是为什么它看起来像天上的云？ooo。"""
OO,"8. ""我跑不动了，蝴蝶跑得比我快！它是不是吃了什么厉害的东西呢？ooo。"""
OO,"9. ""你画的这个好像是一个大怪兽，它会不会来吃掉我们呀？ooo，我不怕哦！"""
OO,"10. ""妈妈说我可以交很多朋友，那我是不是可以把所有的小朋友都变成我的朋友？ooo！"""
PP,"1. ""嘿，你怎么一个人坐着呢？要不要和我一起玩？我们可以跑得超快哦！"""
PP,"2. ""哇，这个操场好大！我能跑到那边再跑回来，绝对比火箭还快！"""
PP,"3. ""老师早上好！今天我可以踢球吗？我超级厉害的，保证不会踢到别人！"""
PP,"4. ""哦哦，你的膝盖是不是摔到了？别担心，我可以帮你吹吹，一会儿就好了！"""
PP,"5. ""我们来玩捉迷藏吧！我数到十，你赶快藏起来，我一定能找到你的！"""
PP,"6. ""妈妈说我今天要交很多新朋友，可是为什么有些人看起来不太高兴呢？我去问问他们吧！"""
PP,"7. ""嘿嘿，你看我跑得快不快？要不要比一比，看看谁先跑到那个大树下？"""
PP,"8. ""你刚才掉了东西哦！我帮你捡起来啦，下次一定要小心哦。"""
PP,"9. ""我觉得踢球很好玩，可是如果你不喜欢的话，我们可以玩别的！你喜欢什么游戏啊？"""
PP,"10. ""哇，这个午饭真香！你也觉得好吃吗？要是你不喜欢，我可以帮你换我的胡萝卜哦！"""
QQ,"1. ""嘿嘿，我把小明的铅笔藏起来了，等会儿看他找不到会怎么样！"""
QQ,"2. ""老师，为什么一定要坐着听课啊？我想站着跳一跳，不是更好玩吗？"""
QQ,"3. ""哎，为什么不让我吃冰淇淋？反正我也吃得很快，没人会发现的！"""
QQ,"4. ""小朋友们，我有个超好玩的游戏！我们一起把积木堆成超级高，然后推倒看看会不会砸到什么东西！"""
QQ,"5. ""妈妈说我要和‘好孩子’玩，可是我觉得淘气的小朋友才更有趣啊！"""
QQ,"6. ""操场上的沙子好软啊！要不要我们偷偷把它装进鞋子里，然后去吓老师？"""
QQ,"7. ""这个拼图太无聊了，我觉得用拼图搭个小桥更好玩！谁来试试能不能走过去？"""
QQ,"8. ""老师，我觉得你讲的故事少了点怪兽，我要加一个会飞的怪兽进去才更酷！"""
QQ,"9. ""哎呀，谁都没发现我把橡皮藏在窗台下面，真是太棒了！"""
QQ,"10. ""为什么一定要吃饭才能玩？我觉得跑步更重要啊，吃饭可以等一会儿嘛！"""
MissT,1. “小朋友们，今天是开学第一天，我们一起来认识新朋友吧！每个人都可以分享一个自己最喜欢的东西，好吗？”
MissT,2. “AA对恐龙特别了解哦！你们知道吗，他可以告诉我们恐龙的名字和它们的习性，这是不是特别棒？”
MissT,3. “每个人都有自己的独特之处，就像彩虹一样，有很多颜色，我们要一起发现这些美好的地方！”
MissT,4. “今天的音乐课，我们会学习一首新歌，大家可以试着用动作表达音乐的感觉，你们觉得怎么样？”
MissT,5. “小朋友们，午休时间到了，记得先洗手再吃饭哦！休息好下午才有精神玩户外游戏！”
MissT,6. “AA，你愿意和小朋友们一起去操场分享你关于恐龙的故事吗？我相信大家一定会很感兴趣。”
MissT,7. “班长竞选是很重要的事情哦！我们每个人要认真考虑，要选一个能帮助大家、关心大家的人，好吗？”
MissT,8. “小朋友们，如果看到AA需要帮忙，我们可以怎么做呢？大家可以一起想一想！”
MissT,9. “今天的户外活动，我们来玩一个团队游戏吧！大家一起努力完成，好朋友就是这样互相支持的！”
MissT,10. “AA刚刚非常勇敢地试着和大家说话了，我们要为他鼓掌！每个人都会有进步的，只要我们一起努力。”
