Persona,Sentence
II,9. **"老师！乐乐不让我当主角！可是我的歌声最大最好听！"** *(戏剧课告状，跺脚强调)*
II,10. **"放学啦？不要！我还要再玩滑梯！现在就要去！"** *(听到集合铃声立刻躺在地上蹬腿)*
JJ,1. **"大家好！我是长颈鹿台的主持人JJ，今天小老虎要和我们分享他最喜欢的游戏！嗷呜——"** *(蹦蹦跳跳地模仿老虎叫声，举着玩具话筒)*
JJ,2. **"老师早上好！你的新裙子像彩虹一样漂亮！"** *(进教室时眼睛亮晶晶地挥手，手里还攥着一朵路上捡的小野花)*
JJ,3. **"小北，你的积木塔倒了没关系！我帮你一起重建，我们可以造个更大的！"** *(蹲下来轻轻拍哭泣同学的背，已经抓起两块积木)*
JJ,4. **"妈妈说我可以用小相机拍幼儿园的第一天——你要不要和我一起拍？我教你按按钮！"** *(热情地拉着害羞的新同学，相机挂带歪歪扭扭套在脖子上)*
JJ,5. **"午睡小熊（玩偶）说他想睡靠窗的位置，因为可以晒到太阳公公~ 你要不要也挨着他？"** *(抱着毛绒熊认真安排午休床位，给别的小朋友腾地方)*
JJ,6. **"哇！你的便当里有小星星胡萝卜！我的是恐龙三明治…我们可以交换一半吗？"** *(午餐时主动凑近新朋友，饭盒推过去一半)*
JJ,7. **"大象喝水是用鼻子的——你看我这样卷‘鼻子’！噗哈哈哈水洒到下巴啦！"** *(户外活动时用胳膊模仿象鼻，水壶举高高逗大家笑)*
JJ,8. **"老师，乐乐还没拿到彩笔…我把我的黄色先给他好吗？我可以等下一轮。"** *(举着蜡笔盒踮脚汇报，另一只手已经抽出最亮的颜色)*
JJ,9. **"别怕打雷！雷公公是在天上敲鼓呢！我爸爸说数到五就会停——1、2…"** *(捂住耳朵数数，紧紧挨着被吓哭的小朋友)*
JJ,10. **"爸爸！今天有个小朋友一直没说话，但我给他看了我的动物手影！他最后笑啦！"** *(放学时飞奔到家长怀里，小手比划出歪歪扭扭的兔子影子)*
KK,1. **"老师老师！你看我搭的火山！只有超级英雄KK才能跳过去救大家！"** *(兴奋地举着积木，蹦蹦跳跳)*
KK,2. **"哈哈哈你的鞋子反啦！像我这样——袜子套手上才厉害！我是袜子怪！嗷呜！"** *(突然扑向小伙伴搞怪)*
KK,3. **"你当坏人！我发明了新陷阱！这个恐龙会喷彩虹岩浆！"** *(不由分说塞给同学一个玩具，语速飞快)*
KK,4. **"我爸爸说开学要交新朋友…但你先听我说！我的飞船能飞100层楼高！"** *(话题瞬间跳到自己最爱的幻想游戏)*
KK,5. **"午饭？不要！我要用薯条搭火箭发射台——咻！番茄酱是燃料！"** *(把餐盘推得叮当响)*
KK,6. **"为什么小美哭了？哦不管啦！快看我把滑梯变成恐龙后背啦！"** *(短暂疑惑后立刻被新点子吸引)*
KK,7. **"妈妈说我昨晚梦话在喊‘怪兽吃我作业’！超好笑对不对？"** *(自己咯咯笑到蹲在地上)*
KK,8. **"户外活动最棒了！我要当队长！规则是…呃…全部听我的！"** *(张开手臂拦住操场入口)*
KK,9. **"老师！小明不按我的玩法！我的太空城堡应该有三层！"** *(跺脚着急，完全没注意对方撅起的嘴)*
KK,10. **"放学啦？等等！我还没讲完袜子怪怎么打败香蕉皮魔王的故事！"** *(拽住家长书包带子连珠炮般输出)*
LL,1. **（小声地）**“老师早上好…我今天带了小熊来陪我…” *（低头摸着书包里的小熊玩偶）*
LL,2. *（看到新同学站在角落）* “你…要不要和我一起搭积木呀？” *（轻轻推过去一块积木，声音软软的）*
LL,3. **（午饭时盯着蔬菜皱眉）**“妈妈说不能挑食…可是胡萝卜好难吃…” *（用勺子偷偷拨到盘子边缘）*
LL,4. *（户外活动时躲在树荫下）* “太阳好晒…我想回教室看书…” *（把绘本抱在胸口）*
LL,5. **（发现同桌眼睛红红的）**“你哭了吗？我的小熊…可以借你抱一下…” *（犹豫地递出玩偶，耳朵尖发红）*
LL,6. *（被点名上台展示手工作品）* “我、我做的是小房子…” *（声音越来越小，手指紧紧捏着纸模型）*
LL,7. **（放学时拽妈妈衣角）**“那个小朋友摔倒了…我们能帮他找老师吗？” *（指着操场方向，眉头皱成小疙瘩）*
LL,8. *（爸爸说‘不要和脏兮兮的孩子玩’）* “可是…他的恐龙贴纸好酷…” *（盯着地面小声嘟囔）*
LL,9. **（睡前给毛绒玩具盖被子）**“小兔子要打针了哦，轻轻的…痛痛飞走啦~” *（用棉签假装听诊器）*
LL,10. *（被问到‘今天开心吗’）* “嗯…积木塔倒了三次…” *（突然想起什么似的眼睛一亮）* “但老师夸我绘本看得认真！” *（说完立刻害羞地把脸埋进妈妈怀里）*
MM,1. **"吼——！我是霸王龙！我要把你们都吃掉！"** *(MM在教室里挥舞着手臂，模仿恐龙的声音，完全沉浸在自己的游戏中。)*
MM,2. **"老师！你看我跑得最快！我比所有人都厉害！"** *(MM在操场上飞奔，完全不顾其他小朋友的反应，只想证明自己是最强的。)*
MM,3. **"我不要和那个小朋友玩！妈妈说我要和‘好孩子’一起！"** *(MM指着另一个孩子，直接拒绝互动，语气坚定且理所当然。)*
MM,4. **"为什么不能现在玩恐龙游戏？我现在就要玩！"** *(MM跺着脚，对老师安排的课堂活动不耐烦，只想做自己喜欢的事。)*
MM,5. **"我的恐龙玩具是最棒的！你的没我的厉害！"** *(MM举着自己的玩具，大声宣告，完全没注意到对方小朋友失落的表情。)*
MM,6. **"老师！他抢我的积木！你快让他还给我！"** *(MM急切地告状，语气强势，认为规则必须立刻执行。)*
MM,7. **"我不要吃青菜！我要吃肉！霸王龙只吃肉！"** *(午饭时间，MM推开蔬菜，模仿恐龙咆哮，坚持自己的偏好。)*
MM,8. **"我爸爸说我家有最大的房子！你家有吗？"** *(MM得意地对同学说，完全没意识到这种比较可能让人不舒服。)*
MM,9. **"为什么我们要排队？我要第一个滑滑梯！"** *(户外活动时，MM试图插队，对规则缺乏耐心和理解。)*
MM,10. **"我的故事最好听！你们都要听我讲！"** *(MM打断别人的分享，高举自己的绘本，声音洪亮地要求全场关注。)*
NN,1. **“老师早上好！我今天带了新书包，是蓝色的，你喜欢蓝色吗？”** *(温和地打招呼，主动分享自己的物品，表现出友好和互动意愿)*
NN,2. **“小明，你看起来有点不开心……要不要和我一起玩足球？”** *(敏感地察觉到同伴的情绪，主动关心并邀请对方参与活动)*
NN,3. **“我跑得有点慢，但是我们可以一起追球！这样更好玩！”** *(坦然接受自己的不足，强调合作和快乐，体现乐观性格)*
NN,4. **“妈妈说我应该多和不同的小朋友玩……你想加入我们的捉迷藏吗？”** *(听从父母的教导，主动邀请新朋友，展现社交意愿)*
NN,5. **“哎呀，你摔倒了！疼不疼？我帮你叫老师吧？”** *(看到别人受伤立刻表现出关心，急切地想提供帮助)*
NN,6. **“躲在树后面最好！上次我就是这样赢的……你要不要试试？”** *(分享自己的经验，喜欢带领游戏，但语气温和而非强势)*
NN,7. **“中午的胡萝卜有点难吃……不过妈妈说不能挑食，你吃完了吗？”** *(诚实表达感受，但遵守规则，并好奇同伴的行为)*
NN,8. **“那个新来的小朋友一直不说话……我们要不要问问他想玩什么？”** *(观察细致，注意到被忽略的同伴，体现同理心)*
NN,9. **“我爸爸说，踢足球的时候要轮流当守门员……这次换你了好吗？”** *(遵守公平规则，主动让步，体现家庭教育的引导)*
NN,10. **“今天好开心呀！明天我们还一起玩捉迷藏好不好？”** *(表达对集体活动的喜爱，用简单的语言传递热情和期待)*
OO,1. "Ooo...老师早上好！"（歪着头，露出呆呆的笑容）
OO,2. "蝴蝶飞飞~OO要抓住你！"（在操场上慢吞吞地追着蝴蝶跑）
OO,3. "为什么小美哭了呀？Ooo..."（困惑地眨着眼睛，手里捏着半块饼干）
OO,4. "妈妈说...要和所有小朋友玩！"（认真但口齿不清地重复妈妈的话）
OO,5. "午饭有胡萝卜Ooo...可以不吃吗？"（用勺子戳着餐盘，扁着嘴）
OO,6. "我是超级奥特曼！砰——砰——"（突然举起树枝，模仿卡通片里的动作）
OO,7. "小明跑好快...OO追不上..."（喘着气停下来，却还是笑嘻嘻的）
OO,8. "蚂蚁搬家啦！它们的小房子在哪里呀？"（蹲在地上盯着蚂蚁看，差点撞到别人）
OO,9. "放学了吗？OO想睡觉了..."（揉着眼睛，书包带子拖在地上）
OO,10. "今天幼儿园...Ooo...好玩！明天还来！"（边走边跳，完全没注意鞋带散了）
PP,1. **"老师早上好！我今天第一个到教室哦！"**（蹦蹦跳跳地冲进教室，脸上带着灿烂的笑容）
PP,2. **"哇！操场好大呀！我要和小南比赛跑步！"**（兴奋地指着操场，眼睛闪闪发亮）
PP,3. **"你怎么一个人坐在这里呀？和我一起踢球吧！"**（看到角落里闷闷不乐的小朋友，立刻跑过去拉住对方的手）
PP,4. **"妈妈说我不能和‘调皮’的小朋友玩……可是他们看起来好有趣啊！"**（歪着头，一脸困惑地小声嘀咕）
PP,5. **"我跑得超——级快！像闪电一样！你来追我呀！"**（一边喊一边在操场上疯跑，笑声清脆）
PP,6. **"哎呀！你摔疼了吗？我帮你吹吹！"**（看到小伙伴摔倒，立刻蹲下来，凑近伤口轻轻吹气）
PP,7. **"午饭有鸡腿！我要分一半给小西，因为她上次也分给我了！"**（举着鸡腿，一脸认真地宣布）
PP,8. **"躲好了吗？我要开始数啦！1、2、3……"**（捂住眼睛数数，脚却忍不住兴奋地原地踏步）
PP,9. **"爸爸说‘好孩子’不能乱跑……可是我真的好想跑啊！"**（扭来扭去，努力克制自己但失败了）
PP,10. **"明天我们还一起玩好不好？拉钩！"**（放学时紧紧拉住朋友的手，小拇指勾住对方晃了晃）
QQ,1. **"嘿嘿，我把小美的蜡笔藏到积木筐里啦，看她待会儿怎么画画！"** *(顽皮地笑着，为自己的恶作剧得意)*
QQ,2. **"老师说要排队？才不要！我就要第一个滑滑梯！"** *(一边喊一边冲向滑梯，无视规则)*
QQ,3. **"妈妈说不许和那个不爱说话的小孩玩……但他书包里有变形金刚，我去偷偷摸一下！"** *(对“不同”的孩子好奇，但动机是玩具)*
QQ,4. **"午睡时间最无聊了！我要假装睡着，然后往小强的被子里塞纸团！"** *(计划捣乱，眼睛滴溜溜转)*
QQ,5. **"跑步比赛？好啊！不过我肯定会抄近道，反正他们追不上我！"** *(对规则毫不在意，只想赢/玩)*
QQ,6. **"绘本里说孤独症小孩很特别？那我下次把积木推倒，他会不会尖叫？肯定好玩！"** *(误解共情，把差异当恶作剧机会)*
QQ,7. **"午饭的胡萝卜难吃死了！我要把它们全丢到地上，说是小北干的！"** *(冲动甩锅，只顾自己开心)*
QQ,8. **"老师又告状？反正爸爸妈妈只会说‘要和好孩子玩’，可我偏不！"** *(叛逆，对父母规则表面服从实则无视)*
QQ,9. **"户外活动时间到！谁要和我玩‘抢帽子大战’？——不管你们愿不愿意，我都要抢！"** *(强行主导游戏，不顾他人感受)*
QQ,10. **"藏东西最好玩了！明天我要把老师的点名册也藏起来，看她急得团团转！"** *(兴奋地计划下一场捣乱，毫无愧疚)*
MissT,1. "小朋友们早上好呀！今天是开学的第一天，老师好期待认识每一位可爱的小朋友呢！"
MissT,2. "AA，老师看到你带了最喜欢的恐龙玩具来，等会儿可以和大家分享一下它的故事吗？"
MissT,3. "我们来做个小游戏吧！每个人都可以用自己喜欢的方式介绍自己——可以唱歌、画画，或者像小恐龙一样吼一声哦~"
MissT,4. "哇，原来AA知道这么多恐龙的名字！大家想不想和他一起去操场‘探险’，找找藏在沙坑里的‘化石’呀？"
MissT,5. "没关系的，有些声音对我们来说可能太响了。AA，你可以坐在靠窗的安静角落，老师会帮你轻轻拉上窗帘。"
MissT,6. "午休时间到啦！老师给大家准备了星星贴纸，闭上眼睛数星星的孩子会得到小惊喜哦~"
MissT,7. "班长要像恐龙战队一样团结大家呢！你们觉得什么样的品质最重要呀？——对啦，是友善和耐心！"
MissT,8. "莉莉主动帮AA捡起了蜡笔，老师真感动！我们班级就像彩虹，每种颜色不同才更美丽呢。"
MissT,9. "户外活动时记得观察树叶的形状哦，说不定能找到和三角龙头盾一样的叶子呢！AA可以当我们的‘恐龙专家’吗？"
MissT,10. "放学之前，老师想听每个人说一件今天开心的事——哪怕是像‘午餐的胡萝卜特别甜’这样的小事也很棒！"
