Persona,Sentence
HH,5. （突然拉住正在奔跑的女孩）小心！你、你的鞋带...（蹲下来笨拙地帮忙系蝴蝶结，头发都快垂到地上）
HH,6. （午睡时把毯子分给隔壁床）点点不冷的...真的！（把熊紧紧搂在咯吱窝里证明）
HH,7. （听到老师说分享故事，举起熊又放下）点点...点点昨天遇到会说话的蒲公英...（声音越来越小）
HH,8. （捡到彩色玻璃珠追着人跑）这是你的吗？这是你的吗？（掌心汗湿的珠子在阳光下闪啊闪）
HH,9. （模仿妈妈语气给熊梳头）要和乖乖的小孩做朋友哦～（突然捂住嘴慌张张望四周）
HH,10. （放学时突然拽住老师衣摆）点点说...说您讲故事比小熊饼干还甜...（耳朵通红地埋进熊肚子里）
II,1. （蹦跳进教室）"老师老师！我第一个到！我的新发卡会发光，你看！"（扯老师袖子）
II,2. （抢答问题时）"我知道！小蝌蚪的妈妈是青蛙！我昨天在动画片里看到啦！"（拍桌子站起来）
II,3. （看到同学搭积木）"让我来！我要盖彩虹城堡！"（直接推倒原有结构开始堆红色积木）
II,4. （午饭时间）"这个青菜是怪兽变的！我要用魔法汤匙打败它们！"（挥舞勺子把菜拨到桌边）
II,5. （户外活动时）"我来当队长！跑步比赛必须从这里开始！"（突然冲到队伍最前方张开手臂）
II,6. （看到同学哭）"哭什么呀？看我学小猪佩奇打呼噜！哼哧——哼哧——"（凑近对方做鬼脸）
II,7. （角色扮演时）"你们都当小矮人！我是艾莎女王！冰雪魔法——biubiu！"（突然把塑料雪花撒到别人头上）
II,8. （被要求分享蜡笔时）"妈妈说不能借给乱画的人！"（紧紧抱住粉色蜡笔盒转身）
II,9. （模仿绘本内容）"我知道孤独症小孩不一样，但我的冰雪魔法最厉害！"（边说边踩上椅子摆pose）
II,10. （放学时）"今天我最棒！老师给了我三个贴纸！"（高举贴满贴纸的手套往门口冲）
JJ,"Here are 10 sentences JJ might say, reflecting his personality and context:"
JJ,1. **Greeting with enthusiasm**
JJ,"""老师早上好！我今天带了长颈鹿台的话筒，午休时可以给大家播报动物新闻吗？"""
JJ,"*(Combines politeness, creativity, and sharing his hobby.)*"
JJ,2. **Inclusive invitation**
JJ,"""小老虎说那边的滑梯很好玩，你要不要和我们一起当探险队呀？"""
JJ,"*(Uses animal role-play to invite a shy peer, blending imagination and empathy.)*"
JJ,3. **Comforting a friend**
JJ,"""你的小熊掉了吗？别难过，我帮你找——就像书里的小熊朋友一样，我们都不放弃！"""
JJ,*(References his autism-themed book while offering practical help.)*
KK,1. （蹦跳着冲向老师）"老师老师！今天我要当火山超人！你看我的披风厉害不？"（拽着书包上绑的毛巾）
KK,2. （把积木堆得歪歪扭扭）"这个积木是火山陷阱！你们必须跟着我跳过去，不然岩浆会喷出来！"（指着地面跺脚）
KK,3. （打断正在说话的同学）"小美你等一下再说！先听我的新计划——我们要用沙坑挖恐龙化石！"（挥舞玩具铲子）
KK,4. （午餐时把胡萝卜插在米饭上）"这个胡萝卜是火山熔岩！我要用西兰花当救生船！快看快看！"（兴奋到打翻水杯）
KK,5. （突然把袜子套在手上晃悠）"哇哈哈！我是袜子怪兽！谁敢吃我的臭臭攻击？"（追着同学跑却撞到柜子）
KK,6. （户外活动时张开双臂狂奔）"我是闪电队长！你们要追着我跑，但碰到我的影子就算输！预备——开始！"（完全没注意别人根本没听懂规则）
KK,7. （看到同学搭的积木城堡）"不对！应该用绳子把树叶绑成火箭，我上次在电视上见过！"（直接拆掉对方的积木开始改造）
KK,8. （突然蹲下指着地上的蚂蚁）"它们肯定是外星间谍！我们需要用树枝搭防护罩！你去找树枝，我来指挥！"（把茫然的小朋友推去捡树枝）
KK,9. （发现角落有安静的孩子）"你当我的助手！我们得把滑梯变成太空船，现在出发！"（拽着对方袖子就往滑梯跑，没注意到人家在哭）
KK,10. （临放学突然宣布）"现在所有人变成青蛙！呱呱！要单脚跳到城堡那边！最后到的会被火山吃掉！"（自己先蹦出去撞到老师腿上）
LL,"Here are 10 sentences LL might say, reflecting his sensitive nature, introverted personality, and contextual influences:"
LL,1. (躲在妈妈腿后，小声) "老师早上好..." (松开妈妈衣角时指尖微微发抖，开学第一天的紧张)
LL,2. (翻绘本时听到哭声，轻轻碰邻座女孩袖子) "你的小熊...要包扎吗？"(掏出毛绒听诊器，眼神却盯着自己鞋尖)
LL,3. (户外活动时后退半步) "妈妈说...沙子会弄脏新球鞋。" (攥紧衣摆，望着嬉闹的孩子群)
LL,4. (午餐时把西兰花拨到餐盘角落，低头呢喃) "胡萝卜先生迷路了..." (用叉子搭建蔬菜城堡来逃避进食)
LL,5. (老师提问时手指蜷成拳头，嘴唇翕动却不出声) "...小乌龟壳是...是它的家..." (正确答案在舌尖打转)
LL,6. (看到男孩摔跤，递出手帕却马上缩回) "那个...你要当我的病人吗？"(突然想起父母说不能随便碰脏衣服)
LL,7. (午睡时把脸埋进小熊肚皮，带着鼻音) "小熊你说...妈妈会准时来吗？"(手指无意识地缠绕绒毛)
LL,8. (被夸奖画作时耳尖泛红) "是...是书里小狐狸教我的..." (迅速把画纸反扣在桌上)
LL,9. (拒绝加入追逐游戏，指着树荫) "我在研究蚂蚁王国..." (真实原因是害怕奔跑时被注视)
MM,1. **"老师早上好！我今天要当霸王龙！吼——我把积木山吃掉啦！"**
MM,（冲进教室时挥舞手臂，用夸张的音效吸引注意，彰显活力和自我中心）
MM,2. **"为什么不能现在去操场？坐着画画好无聊，我的霸王龙爪子要爆炸了！"**
MM,（课堂上扭动身体，用恐龙比喻表达不耐烦，体现好动和主见）
MM,3. **"小南你当三角龙！不许当翼龙！三角龙会被我打败——吼！"**
MM,（户外活动时指挥同伴角色分配，忽略他人意愿，强调支配欲）
MM,4. **"妈妈说要和‘干净小孩’玩！你的鞋子有泥巴，不能加入恐龙战队！"**
MM,（推开想参与游戏的孩子，机械复述父母规则，显示家庭观念影响）
MM,5. **"我才不吃青菜！霸王龙只吃肉！嗷呜——（把菜叶甩到地上）"**
MM,（午餐时用角色扮演合理化挑食行为，凸显固执与沉浸自我世界）
NN,1. （看到新同学紧张地攥着书包带）"你要不要坐我旁边呀？我的小恐龙贴纸可以分你一张哦！"（手指害羞地绞着衣角）
NN,2. （户外活动时蹦跳着举起足球）"我们玩追球游戏吧！小明你跑得快当先锋，我帮大家守门好不好？"（眼睛亮晶晶的）
NN,3. （午休时悄悄碰了碰同桌的胳膊）"你的饭盒有胡萝卜吗？我妈妈给我带了鸡蛋卷，我们交换一块好不好？"
NN,4. （发现老师换了新发卡）"王老师的蝴蝶结像彩虹一样！"（突然意识到声音太大，连忙捂住嘴巴偷笑）
NN,5. （看到小美摔跤立刻跑过去）"膝盖痛不痛？我有小熊创可贴！要吹吹吗？我摔跤时妈妈都帮我吹吹的..."（从兜里掏出皱巴巴的创可贴）
NN,6. （踢球时被抢断后挠挠头）"小虎跑得比火箭还快！不过我们红队下次要发明暗号对不对？"（边说边模仿火箭升空的动作）
NN,7. （自由活动时间躲在滑梯旁）"我...我当捉迷藏裁判好不好？数到一百你们都要藏好哦！"（手指张开挡在眼前，从指缝偷看）
NN,8. （分发点心时突然停下）"老师，浩浩的饼干碎了，我的这块完整的给他可以吗？"（把完整的动物饼干轻轻推到邻桌）
NN,9. （放学时拽着爸爸的衣角）"今天我们班童童哭了，我给他讲了你教我的那个大象打喷嚏的笑话..."（突然害羞地把脸埋在爸爸外套里）
NN,10. （睡前摆弄着幼儿园发的友谊手链）"妈妈，明天我能带彩虹糖分给坐校车的新同学吗？就是头发卷卷像棉花糖的那个..."（困得眼皮打架还在认真计划）
OO,1. （举着树叶）老师你看！这是ooo蝴蝶的盘子，等下要给它装饭饭吗？（好奇歪头）
OO,2. （被同学撞倒后爬起来）没关系的呀～我的裤子自己会洗ooo！（拍拍灰尘继续笑）
OO,3. （午睡时戳戳哭泣的小朋友）你为什么不笑呀？妈妈说哭哭会变成苦瓜脸ooo（困惑眨眼）
OO,4. （追着半片飘走的薯片袋）等等我呀！小飞船要带我去找奥特曼啦！（笨拙地踮脚转圈）
OO,5. （给新朋友递石头饼干）这个送你！妈妈说跟不同的小朋友玩会有好多ooo惊喜！（露出缺牙的笑容）
OO,6. （看同学摔倒擦伤膝盖）ooo…流血像番茄酱…你要不要舔舔看？（蹲下来认真观察）
OO,7. （模仿动画片叉腰）我是超级ooo侠！要保护大家不被怪兽吃掉！（突然被自己口水呛到咳嗽）
OO,8. （午饭后揉眼睛）老师老师，吃完饭饭可以再玩ooo游戏吗？肚肚说它还没饱…（慢吞吞拉衣角）
OO,9. （看蝴蝶停在鞋尖）嘘——我们假装是木头人！谁动谁就变成ooo冰淇淋！（屏住呼吸憋得脸红）
OO,10. （跑步时落在最后）我跑得慢，但蝴蝶飞得也不快呀，嘿嘿…（突然绊到鞋带往前扑）ooo！抓到云朵啦！
PP,1. （蹦跳着冲进教室）"老师早！我今天第一个到！操场什么时候能去呀？"（手指不停敲桌子）
PP,2. （看到同桌抹眼睛）"你哭啥？我口袋有妈妈给的糖！分你一半！哎……别哭啦，下课我带你爬树！"
PP,3. （午饭后拽小伙伴袖子）"快看！那个墙缝有蚂蚁搬家！我们拿树叶给它们搭桥好不好？"（眼睛发亮）
PP,4. （突然急刹车回头喊）"小美别踩水坑！你白鞋子会脏的！妈妈说脏了没钱买新的……"（声音渐弱）
PP,5. （在操场张开双臂狂奔）"我是超级火箭！呜——谁要追我？追到就让你当机长！"（头发被风吹得翘起）
PP,6. （发现角落蹲着的新同学）"你鞋带散了？我教你打蝴蝶结！妈妈说我打的可牢了！"（直接跪地上演示）
PP,7. （踢球时突然停住）"小明你摔疼了吗？我帮你吹吹！上次我膝盖流血都没哭！"（从裤兜掏出皱巴巴创可贴）
PP,8. （被老师制止奔跑后扭来扭去）"可是……可是我的脚自己就想跑嘛！像小汽车加了油！"（无辜眨眼）
PP,9. （神秘兮兮凑近朋友耳边）"告诉你哦，我家楼下有只三花猫！明天我带馒头渣给你喂！"（突然提高音量）"但别告诉老师！"
PP,10. （放学时拽住妈妈衣角）"那个转学生没爸爸……我能和他玩吗？他今天帮我捡蜡笔了！"（突然低头踢石子）"妈妈说……要和好孩子玩……"
QQ,1. "老师你看！我把小北的积木全推倒啦！轰隆隆像地震一样！"（边喊边得意地笑）
QQ,2. "妈妈说不能和爱哭鬼玩，但我就喜欢看他们着急的样子！"（故意扯同桌的辫子）
QQ,3. "午睡时间为什么要安静？我偏要学恐龙叫！嗷呜——"（在床上蹦跳）
QQ,4. "看我把小美的蜡笔藏到滑梯下面啦！她肯定找不到～"（捂着嘴偷笑）
QQ,5. "规则好无聊！我们来玩爆炸怪兽追人游戏吧！"（在操场上乱窜时喊）
QQ,6. "老师介绍新同学的时候，我假装放屁声'噗——'，他们都笑趴下了！"（得意地晃腿）
QQ,7. "那个戴眼镜的男孩好像绘本里的'特殊'小孩？我要试试推他会不会哭！"（跃跃欲试状）
QQ,8. "排队滑滑梯太慢了，看我直接从栏杆翻过去！"（攀爬时对劝阻的小朋友吐舌头）
QQ,9. "妈妈说不准和穿破衣服的小孩玩？可我就想教他们怎么在沙坑埋鞋子！"（坏笑着挖坑）
QQ,10. "为什么要把玩具摆整齐？哗啦——这样多好听！"（突然掀翻收纳箱时欢呼）
MissT,1. "小朋友们早上好！今天我们要一起唱一首欢迎歌，然后每个人都可以用恐龙玩偶来介绍自己，AA可以教大家怎么给霸王龙起名字哦~"（结合音乐课与AA的兴趣，自然引导互动）
MissT,2. 蹲下身平视刚躲到积木角的小北："这个蓝色三角龙是你搭的吗？它看起来像在守护秘密基地呢，等会儿户外活动时要不要带它去操场巡逻呀？"（用具象化想象缓解焦虑）
MissT,3. 午休时轻声哼着《You Are My Sunshine》，忽然转头对翻来覆去的AA说："你的小腕龙玩偶好像困了，它说如果能听到三下平稳的呼吸声就会睡着..."（将感官敏感转化为安抚游戏）
MissT,4. 举着树叶拓印画对全班说："刚才AA发现叶脉就像恐龙的骨架！原来我们捡树叶也是在考古呢，谁想当他的挖掘队助手？"（将特殊兴趣转化为社交契机）
MissT,5. 班长竞选前夜反复修改引导词："当班长不是要比谁声音大，而是要比谁的眼睛更亮——就像AA能发现草丛里的小甲虫那样，看到别人需要帮助的样子。"（重新定义领导力内涵）
MissT,6. 分发点心时故意"犯错"："哎呀！我把香蕉分给吃苹果过敏的朵朵了，有没有小侦探能帮我用'红色警报'暗号提醒老师呀？"（将错误转化为包容教育契机）
MissT,7. 看到孩子们模仿AA晃手，立刻举起彩虹风铃："你们发现了吗？当风吹过来的时候，每片铃铛都在用不同的节奏跳舞呢。"（诗意化解刻板行为关注）
MissT,8. 放学时蹲在秋千旁对落选班长的小女孩说："今天你扶起摔倒的丽丽时，我在你眼睛里看到了比'班长牌'更闪亮的东西。"（超越竞争关注人性光辉）
MissT,9. 家长会PPT首页写着："我们的教室没有'应该怎样'的盒子，只有'原来可以这样'的万花筒——就像AA教我们用恐龙脚印丈量彩虹。"（隐喻式教育理念传达）
MissT,10. 熄灯前摸着口袋里的《自闭症儿童沟通指南》自语："明天要记得把'轮流发言棒'改成恐龙考古锤，AA握着小锤子时眼睛会发光呢..."（持续个性化调整细节
