Persona,Sentence
HH,5. "午餐时间到啦，我要和点点一起吃饭饭。"
HH,6. "老师，我可以给大家讲一个关于点点的故事吗？"
HH,7. "小明哭了，我要去安慰他。"
HH,8. "户外活动时间到了，我可以和小伙伴们一起玩吗？"
HH,9. "老师，我有点害怕荡秋千，可以有人陪我吗？"
HH,10. "今天真是美好的一天，我交到了新朋友呢！"
II,1. "超级闪亮小魔法！变身！看，我是今天的公主！"
II,2. "老师，我要第一个回答问题！我知道所有答案！"
II,3. "为什么小明可以带那么多的玩具？我的新玩具比他的更好玩！"
II,4. "我不喜欢排队，我要第一个吃饭！"
II,5. "哇，操场真大！我要跑得最快，看谁追得上我！"
II,6. "妈妈说我要和好孩子玩，但我不知道谁是好孩子。你们都是我的好朋友！"
II,7. "我在家里学了一首新歌，要给大家表演！准备好了吗？"
II,8. "为什么小明总是自己玩？我们一起玩不好吗？"
II,9. "我看过一本关于孤独症小孩的书，但我更喜欢和你们一起玩！"
II,10. "我要当队长！因为我是最厉害的！你们都要听我的！"
JJ,1. "早上好，老师！我是JJ，今天我带来了我最喜欢的恐龙玩具，可以和大家一起玩吗？"
JJ,2. "哇，小北，你今天穿的衣服真好看！我妈妈说我们应该和不同背景的小朋友交朋友，你能教我你家乡的游戏吗？"
JJ,3. "大家快来听！我是长颈鹿台的主持人，今天要采访小老虎！小老虎，你最喜欢吃什么呀？"
JJ,4. "小华，你为什么哭了？是不是新来的小朋友让你不开心了？我们一起去找老师吧，我会陪在你身边的。"
JJ,5. "午餐时间到啦！我帮老师摆餐具，大家排好队哦。对了，小丽，你今天想坐在哪里？我可以给你留个座位。"
JJ,6. "户外活动时间到啦！我们可以玩捉迷藏吗？我来当鬼，你们躲起来。记得要小心一点，不要受伤哦！"
JJ,7. "小强，你为什么一个人坐在角落里？来和我一起玩吧！我们可以假装自己是动物，我来当长颈鹿，你来当小兔子，好不好？"
JJ,8. "哎呀，小明的玩具掉在地上了。我来帮你捡起来吧！大家要记得爱护玩具，玩完了一起收拾哦。"
JJ,9. "老师，我能去操场帮忙照顾小树苗吗？我妈妈说照顾植物很重要，而且我觉得它们也像小朋友一样需要关爱。"
JJ,10. "放学时间到了，大家再见！明天我还会带来新的动物故事，希望大家都能来听。记得要互相帮助，一起玩得开心哦！"
KK,1. "哇！今天是小北幼儿园开学的第一天，我要当超级英雄去探险！"
KK,2. "老师好！我带了最酷的积木，可以和大家一起搭火山吗？"
KK,3. "看我的新发明！这是超级英雄的飞行器，可以带大家飞到外太空！"
KK,4. "嘿，我有个超棒的主意！我们来玩'拯救小北幼儿园'的游戏吧，我是队长！"
KK,5. "快跑啊！火山要爆发啦！只有我能救大家！"
KK,6. "我有个秘密武器，可以把坏蛋变成袜子怪！哈哈，我是不是很厉害？"
KK,7. "妈妈说要多交朋友，所以我要邀请所有小朋友来我的超级英雄派对！"
KK,8. "哇，操场好大啊！我们可以在这里玩'超级英雄捉迷藏'吗？我保证会找到所有人的！"
KK,9. "看我的新笑话！为什么袜子要上学？因为它想当个有'脚'见的袜子怪！"
KK,10. "午餐时间到啦！我要把饭菜变成超级英雄的能量餐，这样我们就能飞到云端去冒险了！"
LL,1. "早上好，老师！我是LL。"
LL,2. "我可以坐在教室后面吗？那里比较安静。"
LL,3. "老师，小北的书包掉在地上了。"
LL,4. "老师，小南好像哭了，是不是不开心？"
LL,5. "我可以和小南一起看书吗？"
LL,6. "老师，我想去操场，但是有点害怕。"
LL,7. "我可以带我的毛绒玩具来学校吗？"
LL,8. "老师，我看到小北的积木掉在地上了。"
LL,9. "老师，我可以帮忙整理书架吗？"
LL,10. "老师，我有点饿了，是不是快到午饭时间了？"
MM,1. "哇！今天我要当最强的霸王龙，你们准备好了吗？"
MM,2. "吼——我把你吃掉啦！哈哈哈，看我的厉害！"
MM,3. "妈妈，为什么我不能和那些小朋友一起玩？他们看起来很有趣！"
MM,4. "老师好！我带来了我最喜欢的恐龙玩具，可以给大家看看吗？"
MM,5. "我要第一个跑到操场上！你们快来追我啊！"
MM,6. "妈妈说我要和好孩子一起玩，可是我不知道谁是好孩子。"
MM,7. "午饭时间到啦！我最喜欢吃肉，你们呢？"
MM,8. "为什么大家都看着我？我是不是做错了什么？"
MM,9. "教室里太无聊了，我想去外面玩恐龙大乱斗！"
MM,10. "你们想听我讲恐龙的故事吗？我最喜欢霸王龙了，它可厉害了！
NN,1. "早上好，老师！今天我们要学什么呢？"
NN,2. "小南，你为什么看起来不开心？要不要我帮你找老师？"
NN,3. "哇，足球真好玩！我们一起踢吧，好不好？"
NN,4. "妈妈说要多和不同的小朋友玩，这样才能交到更多朋友。"
NN,5. "你跑得真快，我追不上啦！但是我还是很开心！"
NN,6. "小华，你躲在哪里？我找不到你啦！"
NN,7. "老师，我能喝水吗？我觉得有点渴了。"
NN,8. "今天的午餐真好吃，我最喜欢吃幼儿园的饭菜了！"
NN,9. "小丽，你哭了？是不是摔倒了？我帮你擦擦眼泪吧。"
NN,10. "放学后我想和爸爸妈妈一起踢足球，他们也会很开心的！"
OO,1. "早上好呀，老师！我是小北幼儿园的OO！"
OO,2. "哇，教室里好多小朋友啊，我要和谁一起玩呢？"
OO,3. "老师，这个画画好难啊，我可以画一个简单的太阳吗？"
OO,4. "午餐时间到啦，我带了妈妈做的三明治，好香啊！"
OO,5. "哇，操场上有好多蝴蝶，我要去捉一只送给妈妈！"
OO,6. "小猫受伤了，为什么它会哭呢？是不是和我一样摔倒了？"
OO,7. "我最喜欢和小伙伴们玩捉迷藏，但是总是找不到好地方躲起来。"
OO,8. "老师，我可以在操场上跑圈圈吗？我要像超人一样飞快！"
OO,9. "妈妈说我要和不同的小朋友玩，可是他们说的话我有时候听不懂。"
OO,10. "今天真开心啊，希望每天都能这样，嘿嘿，ooo~"
PP,1. "哇！今天天气真好，我们一起去操场上玩吧！"
PP,2. "老师早上好！我超级喜欢上学，可以见到好多小朋友！"
PP,3. "小北，你看起来有点不开心，是不是想妈妈了？我陪你玩一会儿吧！"
PP,4. "嘿，你们看，我跑得快不快？我要当操场上的小飞侠！"
PP,5. "爸爸说，要和好孩子一起玩，那我们都是好孩子，对吧？"
PP,6. "我要踢球啦！你们谁要当守门员？我保证不会踢得太重！"
PP,7. "捉迷藏我最在行了，你们快来找我呀！"
PP,8. "午餐时间到啦！我最喜欢吃幼儿园的饭菜，你们呢？"
PP,9. "哇，教室里有个新玩具，我们一起去看看吧！"
PP,10. "放学啦！明天还要来幼儿园，我已经迫不及待要和你们玩了！"
QQ,1. "嘿嘿，猜猜我把小明的玩具藏到哪里去了？"
QQ,2. "我最喜欢跑步了，看我能跑多快！"
QQ,3. "老师，我不想去教室，我想去操场玩。"
QQ,4. "哇，今天真是个捣乱的完美日子！"
QQ,5. "为什么我要和其他小朋友一样？我就是要不一样！"
QQ,6. "爸爸妈妈说我要和好孩子玩，但我不知道谁是好孩子。"
QQ,7. "我读了一本关于特殊孩子的书，我觉得我也有点特别。"
QQ,8. "午餐时间到了，我可以吃多少糖果呢？"
QQ,9. "户外活动真有趣，我要跑得比所有人快！"
QQ,10. "为什么我不能总是捣乱呢？捣乱多好玩啊！"
MissT,1. "早上好，小朋友们！欢迎来到小北幼儿园，今天我们要一起学习新朋友AA，他有很多有趣的故事哦。"
MissT,2. "AA，你今天带来了什么恐龙模型？能和大家分享一下吗？"
MissT,3. "孩子们，让我们用掌声欢迎AA，他可是我们班级的恐龙小专家呢！"
MissT,4. "AA，你真棒！你的恐龙知识让大家都大开眼界，我们都要向你学习。"
MissT,5. "大家听，AA用他的方式在和我们交流，我们要学会理解彼此的不同，这样我们才能成为更好的朋友。"
MissT,6. "AA，我们一起去操场玩吧，今天的阳光很适合户外活动，你最喜欢的恐龙模型可以带上哦。"
MissT,7. "孩子们，记住，每个人都是独一无二的，我们要学会欣赏彼此的优点，就像AA对恐龙的热爱一样。"
MissT,8. "AA，你愿意当我们的班长吗？你一定会是一个关心同学、有责任心的好班长。"
MissT,9. "大家看，AA正在用他的方式表达想法，我们要耐心听，这样我们才能互相理解，成为更好的朋友。"
MissT,10. "今天的音乐课，让我们和AA一起唱首歌吧，他的声音特别动听，相信大家会喜欢的。"
